Dataset,Method,Epoch,Time,x,Train,Val,Test
ogbn-arxiv,DDP-8,15,0.7509,2.6979,0.2815,0.3002,0.2706
ogbn-arxiv,DDP-8,16,0.7594,2.6618,0.2835,0.3016,0.2715
ogbn-arxiv,DDP-8,17,0.7678,2.6233,0.2851,0.3023,0.2719
ogbn-arxiv,DDP-8,18,0.7766,2.5864,0.2872,0.3029,0.2724
ogbn-arxiv,DDP-8,19,0.7852,2.5484,0.2908,0.3046,0.2734
ogbn-arxiv,DDP-8,20,0.7935,2.5124,0.2972,0.3074,0.2760
ogbn-arxiv,DDP-8,21,0.8020,2.4772,0.3065,0.3126,0.2801
ogbn-arxiv,DDP-8,22,0.8106,2.4388,0.3197,0.3229,0.2907
ogbn-arxiv,DDP-8,23,0.8192,2.4011,0.3379,0.3402,0.3081
ogbn-arxiv,DDP-8,24,0.8282,2.3602,0.3550,0.3588,0.3323
ogbn-arxiv,DDP-8,25,0.8369,2.3267,0.3675,0.3755,0.3540
ogbn-arxiv,DDP-8,26,0.8455,2.2889,0.3756,0.3859,0.3661
ogbn-arxiv,DDP-8,27,0.8541,2.2551,0.3821,0.3923,0.3718
ogbn-arxiv,DDP-8,28,0.8627,2.2215,0.3896,0.3984,0.3778
ogbn-arxiv,DDP-8,29,0.8712,2.1911,0.3998,0.4085,0.3887
ogbn-arxiv,DDP-8,30,0.8798,2.1591,0.4106,0.4221,0.4056
ogbn-arxiv,DDP-8,31,0.8881,2.1275,0.4207,0.4372,0.4250
ogbn-arxiv,DDP-8,32,0.8965,2.0983,0.4304,0.4527,0.4427
ogbn-arxiv,DDP-8,33,0.9051,2.0675,0.4384,0.4636,0.4561
ogbn-arxiv,DDP-8,34,0.9137,2.0458,0.4465,0.4741,0.4673
ogbn-arxiv,DDP-8,35,0.9221,2.0189,0.4540,0.4810,0.4749
ogbn-arxiv,DDP-8,36,0.9306,1.9932,0.4606,0.4872,0.4819
ogbn-arxiv,DDP-8,37,0.9390,1.9690,0.4665,0.4946,0.4897
ogbn-arxiv,DDP-8,38,0.9476,1.9453,0.4713,0.4999,0.4967
ogbn-arxiv,DDP-8,39,0.9561,1.9252,0.4753,0.5056,0.5039
ogbn-arxiv,DDP-8,40,0.9644,1.9034,0.4805,0.5110,0.5106
ogbn-arxiv,DDP-8,41,0.9729,1.8815,0.4859,0.5179,0.5171
ogbn-arxiv,DDP-8,42,0.9816,1.8620,0.4910,0.5241,0.5236
ogbn-arxiv,DDP-8,43,0.9901,1.8412,0.4958,0.5290,0.5279
ogbn-arxiv,DDP-8,44,0.9985,1.8232,0.5004,0.5328,0.5320
ogbn-arxiv,DDP-8,45,1.0070,1.8038,0.5047,0.5361,0.5359
ogbn-arxiv,DDP-8,46,1.0157,1.7879,0.5094,0.5403,0.5405
ogbn-arxiv,DDP-8,47,1.0243,1.7699,0.5145,0.5446,0.5454
ogbn-arxiv,DDP-8,48,1.0330,1.7539,0.5194,0.5485,0.5500
ogbn-arxiv,DDP-8,49,1.0417,1.7402,0.5236,0.5522,0.5543
