Dataset,Method,Epoch,Time,x,Train,Val,Test
ogbn-arxiv,DDP-8,20,0.3757,2.5152,0.2901,0.3081,0.2805
ogbn-arxiv,DDP-8,21,0.3917,2.4798,0.2974,0.3140,0.2879
ogbn-arxiv,DDP-8,22,0.4076,2.4430,0.3101,0.3214,0.2962
ogbn-arxiv,DDP-8,23,0.4236,2.4060,0.3259,0.3321,0.3058
ogbn-arxiv,DDP-8,24,0.4395,2.3692,0.3404,0.3426,0.3160
ogbn-arxiv,DDP-8,25,0.4555,2.3332,0.3524,0.3521,0.3253
ogbn-arxiv,DDP-8,26,0.4715,2.2989,0.3623,0.3618,0.3375
ogbn-arxiv,DDP-8,27,0.4875,2.2650,0.3716,0.3739,0.3528
ogbn-arxiv,DDP-8,28,0.5034,2.2320,0.3816,0.3893,0.3731
ogbn-arxiv,DDP-8,29,0.5194,2.1987,0.3937,0.4067,0.3950
ogbn-arxiv,DDP-8,30,0.5353,2.1671,0.4055,0.4222,0.4136
ogbn-arxiv,DDP-8,31,0.5512,2.1366,0.4162,0.4333,0.4250
ogbn-arxiv,DDP-8,32,0.5672,2.1065,0.4243,0.4400,0.4328
ogbn-arxiv,DDP-8,33,0.5832,2.0790,0.4315,0.4477,0.4409
ogbn-arxiv,DDP-8,34,0.5991,2.0494,0.4384,0.4579,0.4521
ogbn-arxiv,DDP-8,35,0.6151,2.0256,0.4467,0.4696,0.4672
ogbn-arxiv,DDP-8,36,0.6311,1.9996,0.4549,0.4809,0.4804
ogbn-arxiv,DDP-8,37,0.6471,1.9748,0.4618,0.4895,0.4893
ogbn-arxiv,DDP-8,38,0.6631,1.9523,0.4678,0.4952,0.4962
ogbn-arxiv,DDP-8,39,0.6791,1.9285,0.4731,0.5019,0.5032
ogbn-arxiv,DDP-8,40,0.6950,1.9062,0.4787,0.5075,0.5092
ogbn-arxiv,DDP-8,41,0.7110,1.8848,0.4840,0.5146,0.5174
ogbn-arxiv,DDP-8,42,0.7269,1.8656,0.4891,0.5208,0.5244
ogbn-arxiv,DDP-8,43,0.7429,1.8471,0.4937,0.5261,0.5289
ogbn-arxiv,DDP-8,44,0.7589,1.8258,0.4986,0.5305,0.5333
ogbn-arxiv,DDP-8,45,0.7748,1.8113,0.5032,0.5344,0.5377
ogbn-arxiv,DDP-8,46,0.7908,1.7884,0.5074,0.5381,0.5420
ogbn-arxiv,DDP-8,47,0.8068,1.7728,0.5119,0.5426,0.5471
ogbn-arxiv,DDP-8,48,0.8228,1.7532,0.5157,0.5474,0.5506
ogbn-arxiv,DDP-8,49,0.8388,1.7395,0.5197,0.5512,0.5531
